ssssssddxdescription 00000 0000 00000 00000.00 000000.00 00000
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
12345612123456789012 00001 0001 00001 00001.00 000001.00 00001
